frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0.0 1.180633544921875 624.2294311523438 388.2392883300781],[226.64242553710938 124.99128723144531 519.3171997070312 272.638916015625],0.9458292722702026,KAT9 E0 1316,0.525287093502316
